Center,Country,lat,lon,tweet20111,tweet20112,tweet20113,tweet20114,tweet20115,tweet20116,tweet20117,tweet20118,tweet20119,tweet201110,tweet201111,tweet201112,tweet20121,tweet20122,tweet20123,tweet20124,tweet20125,tweet20126,tweet20127,tweet20128,tweet20129,tweet201210,tweet201211,tweet201212,tweet20131,tweet20132,tweet20133,tweet20134,tweet20135,tweet20136,tweet20137,tweet20138,tweet20139,tweet201310,tweet201311,tweet201312,tweet20141,tweet20142,tweet20143,tweet20144,tweet20145,tweet20146,tweet20147,tweet20148,tweet20149,tweet201410,tweet201411,tweet201412,actor20111,actor20112,actor20113,actor20114,actor20115,actor20116,actor20117,actor20118,actor20119,actor201110,actor201111,actor201112,actor20121,actor20122,actor20123,actor20124,actor20125,actor20126,actor20127,actor20128,actor20129,actor201210,actor201211,actor201212,actor20131,actor20132,actor20133,actor20134,actor20135,actor20136,actor20137,actor20138,actor20139,actor201310,actor201311,actor201312,actor20141,actor20142,actor20143,actor20144,actor20145,actor20146,actor20147,actor20148,actor20149,actor201410,actor201411,actor201412
Virginia Beach,United States,36.8529263,-75.977985,0,0,0,0,0,0,0,0,1,40,33,66,103,90,180,195,275,347,406,475,265,259,210,623,260,393,724,724,862,1261,1648,1292,635,569,822,1369,1690,1396,1805,1822,2375,2777,1576,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27,28,43,48,48,104,110,149,210,244,235,143,110,79,118,80,101,171,196,292,387,521,489,254,181,263,322,343,355,594,606,852,1029,660,0,0,0,0,0
Wuhu,China,31.352859000000002,118.43294099999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1,0,0,1,0,3,2,3,2,2,4,3,5,3,3,6,6,7,15,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,3,2,2,1,2,2,1,3,2,3,4,4,3,2,2,3,1,0,0,0,0,0
Jamshedpur,India,22.8045665,86.20287540000001,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,16,4,6,6,7,9,0,3,12,7,20,2,5,19,6,5,10,5,15,45,43,30,64,143,105,25,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,4,3,4,7,8,0,3,7,4,7,2,4,5,3,5,9,4,10,16,18,14,17,29,27,19,15,0,0,0,0,0
Kharkiv,Ukraine,49.9935,36.230383,0,0,0,0,0,0,0,0,1,58,61,98,111,128,159,208,217,419,178,219,334,402,396,561,536,395,422,497,519,441,319,315,469,449,491,853,1031,960,1356,1790,2057,2447,1140,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25,24,30,40,46,58,64,76,132,83,86,129,131,127,163,150,145,142,136,151,128,103,116,158,171,206,300,282,226,315,374,429,487,269,0,0,0,0,0
Palembang,Indonesia,-2.9760735,104.7754307,0,0,0,0,0,0,0,0,0,19,58,45,62,72,83,125,186,267,399,790,708,1244,1426,2285,3662,3802,4198,4795,5979,6740,8450,10071,10339,11650,11363,15733,14959,12598,15014,13673,13889,13421,6286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,18,30,41,48,62,88,110,157,284,286,341,402,645,787,872,1009,1154,1416,1666,1898,2268,2346,2637,2692,3802,3506,2912,2998,2889,2957,2839,1650,0,0,0,0,0
Zhangzhou,China,24.513025,117.647093,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,1,0,0,2,0,0,1,0,0,2,6,2,1,8,12,11,7,9,17,14,2,2,4,4,5,34,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,0,0,1,0,0,1,0,0,2,4,2,1,4,6,6,7,2,6,8,2,1,3,3,3,6,3,0,0,0,0,0
Srinagar,India,34.0836708,74.7972825,0,0,0,0,0,0,0,0,1,3,2,3,7,8,4,1,18,16,24,18,13,57,69,21,59,20,28,27,40,62,30,77,76,52,43,200,207,84,96,187,398,216,89,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,3,6,4,1,12,11,17,10,11,19,15,14,22,17,24,18,28,26,21,32,24,28,31,64,81,41,38,52,58,52,38,0,0,0,0,0
Milwaukee,United States,43.0389025,-87.9064736,0,0,0,0,0,0,0,0,2,297,349,453,572,754,726,671,635,855,1066,1193,1580,2051,2388,2174,2096,1938,2176,2704,2532,2606,2592,2556,3031,3371,3887,6004,6792,6975,7917,7220,6837,7212,3531,0,0,0,0,0,0,0,0,0,0,0,0,0,1,115,141,216,270,340,326,344,316,451,537,557,637,771,829,842,829,742,761,851,849,992,1011,968,997,1033,1346,1823,1833,1840,2286,1972,1883,2243,1503,0,0,0,0,0
Anyang,China,36.097577,114.392393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,5,1,0,0,1,1,0,3,1,1,4,11,0,10,8,3,1,2,1,3,6,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,1,0,0,1,1,0,2,1,1,2,3,0,4,2,2,1,2,1,3,3,2,1,0,0,0,0,0
Jiangmen,China,22.579117,113.08150800000001,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,7,5,2,3,5,5,2,2,1,1,9,1,9,5,3,4,65,55,6,23,10,15,22,60,10,28,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,2,3,2,3,4,3,2,1,1,1,5,1,3,4,2,2,5,6,5,2,6,7,8,6,9,13,7,3,0,0,0,0,0
Marseille,France,43.296482,5.36978,0,0,0,0,0,0,0,0,5,103,145,160,152,289,372,491,520,675,731,676,661,921,864,1009,1308,909,1372,1321,1749,1648,1899,2993,1932,2244,2399,2762,3772,3690,5839,4716,4952,4718,2128,0,0,0,0,0,0,0,0,0,0,0,0,0,2,38,43,78,74,100,141,160,171,219,264,300,261,331,348,368,386,328,374,415,509,502,622,765,575,601,697,785,738,762,858,870,869,913,509,0,0,0,0,0
Gaziantep,Turkey,37.065953,37.37811,0,0,0,0,0,0,0,0,0,41,43,89,76,105,120,158,213,306,317,496,617,808,857,912,898,779,871,1076,1250,1472,1576,1621,1888,1851,3060,5448,5386,4961,4701,4818,5407,5024,2378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,17,27,37,41,49,67,100,108,126,178,189,250,224,307,334,285,311,389,403,422,425,465,543,644,763,1217,1149,1117,1136,1408,1465,1463,861,0,0,0,0,0
Ciudad Juarez,Mexico,31.690363800000004,-106.42454779999998,0,0,0,0,0,0,0,0,0,21,21,72,64,62,105,124,92,86,149,162,144,158,201,335,532,281,326,381,356,415,521,486,476,530,527,726,800,736,858,665,790,896,559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,35,29,32,41,51,36,45,57,47,69,70,70,110,124,83,95,100,117,118,160,142,148,148,187,284,274,235,268,235,258,285,176,0,0,0,0,0
Stuttgart,Germany,48.7758459,9.1829321,0,0,0,0,0,0,0,0,19,88,133,210,234,168,166,169,173,191,237,243,254,392,361,454,311,304,281,363,352,573,409,466,418,376,444,659,707,713,913,1007,1016,900,433,0,0,0,0,0,0,0,0,0,0,0,0,0,6,49,54,74,59,62,85,90,91,88,113,99,105,157,131,162,125,112,109,141,136,154,152,164,152,170,185,233,196,198,269,304,299,336,193,0,0,0,0,0
Hiroshima,Japan,34.385202899999996,132.4552927,0,0,0,0,0,0,0,0,8,237,351,445,347,373,383,440,534,378,505,669,976,1624,1735,1857,1917,1615,2263,2512,2691,2901,2718,3262,2972,3249,3301,4674,4318,4133,6073,6095,7304,7535,3456,0,0,0,0,0,0,0,0,0,0,0,0,0,3,90,114,153,161,134,186,198,233,167,220,324,346,299,329,381,351,323,437,417,527,547,511,733,644,665,836,1114,935,889,1339,1244,1533,1489,820,0,0,0,0,0
Yekaterinburg,Russia,56.83892610000001,60.6057025,0,0,0,0,0,0,0,0,16,285,500,677,706,873,1196,1326,1431,1477,1208,1584,2244,2630,2924,3208,3317,2448,2942,2752,3019,2976,2633,2944,4745,4948,4889,6538,6574,6393,7044,7402,8079,8422,3059,0,0,0,0,0,0,0,0,0,0,0,0,0,3,98,133,194,204,229,295,326,389,389,416,474,543,594,628,701,706,638,620,618,670,702,590,652,764,861,922,1140,1056,1068,1169,1196,1231,1278,737,0,0,0,0,0
Auckland,New Zealand,-36.8484597,174.7633315,0,0,0,0,0,0,0,0,45,360,345,415,536,555,563,610,727,582,745,769,726,1027,889,1001,789,882,1064,1103,1246,1298,1344,1666,1812,1882,2290,2123,2127,2349,2506,3255,3573,3139,1283,0,0,0,0,0,0,0,0,0,0,0,0,0,8,128,154,195,218,211,247,272,294,251,317,336,326,405,392,415,358,397,444,414,390,428,470,493,549,608,658,721,755,741,871,966,974,1001,478,0,0,0,0,0
Kollam,India,8.8932118,76.6141396,0,0,0,0,0,0,0,0,0,0,0,0,13,6,0,5,3,1,2,6,8,10,2,14,20,20,2,5,5,2,2,4,7,9,30,111,33,7,22,22,95,259,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,5,1,1,2,4,3,7,1,4,3,6,2,5,4,2,2,2,4,6,10,12,5,5,11,14,14,20,10,0,0,0,0,0
Xining,China,36.617134,101.778224,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,2,7,1,2,4,0,1,2,14,9,4,15,0,0,5,2,12,5,6,1,12,8,3,7,9,6,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,2,1,2,4,0,1,2,1,2,2,2,0,0,2,2,6,2,4,1,6,7,2,5,3,4,4,4,0,0,0,0,0
Changshu,China,31.654376,120.752481,0,0,0,0,0,0,0,0,0,0,4,0,1,0,4,8,1,5,4,7,0,19,21,12,5,20,6,5,2,4,12,3,1,3,5,13,5,7,4,1,3,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,3,4,3,0,4,5,5,3,5,4,4,2,3,7,3,1,2,3,6,2,5,4,1,3,4,1,0,0,0,0,0
Manama,Bahrain,26.228516100000004,50.586049700000004,0,0,0,0,0,0,0,0,0,74,105,164,192,234,291,319,410,591,621,1099,1028,1229,1454,1496,1730,1248,2022,2119,2217,2160,1731,3262,2199,2186,2456,4797,4344,2631,4081,4870,6065,5310,2955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,51,70,99,106,127,132,155,221,213,321,346,452,405,448,519,378,416,351,393,410,360,383,468,514,619,1051,955,625,767,904,883,971,485,0,0,0,0,0
Jabalpur,India,23.181467,79.9864071,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,1,2,9,3,2,2,23,9,10,59,26,6,3,3,2,7,18,28,74,68,24,133,17,41,42,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,1,2,3,3,2,2,6,6,6,5,6,4,1,3,2,3,7,10,12,16,9,12,12,8,12,4,0,0,0,0,0
Rosario,Argentina,-32.9442426,-60.65053879999999,0,0,0,0,0,0,0,0,0,20,35,36,44,92,65,98,183,151,186,357,507,571,622,582,438,526,859,1207,1021,1175,1439,1279,1834,2516,2954,4141,4450,4809,5486,6942,10711,16170,8741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,21,16,40,36,52,55,65,96,157,193,233,227,229,212,267,340,388,435,475,454,465,643,817,1028,1426,1225,1237,1263,1587,2077,3084,2172,0,0,0,0,0
Penang,Malaysia,5.414921,100.32976120000001,0,0,0,0,0,0,0,0,0,55,50,177,185,222,160,165,183,219,338,449,366,427,586,844,647,768,685,659,871,1012,828,1269,1108,1279,1364,2197,1912,1545,2384,2976,3389,3475,1182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,28,67,95,105,78,87,105,117,138,200,181,217,293,378,292,329,282,262,343,420,299,432,338,363,460,813,607,564,778,896,1035,1069,454,0,0,0,0,0
Raipur,India,21.2513844,81.62964129999999,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,6,9,5,12,11,24,10,13,15,14,43,11,13,15,36,78,71,78,51,80,241,166,155,65,101,101,134,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,3,2,3,6,8,13,8,11,10,8,16,10,10,10,16,14,15,19,22,29,46,38,26,23,37,34,54,29,0,0,0,0,0
Torreon,Mexico,25.5428443,-103.40678609999999,0,0,0,0,0,0,0,0,7,42,88,136,172,162,153,172,339,423,431,356,503,762,772,1132,1296,880,1050,1139,1554,1763,1424,1557,1838,2004,1902,3183,3694,3129,3796,3693,6466,6583,3234,0,0,0,0,0,0,0,0,0,0,0,0,0,2,23,31,56,67,62,65,90,119,125,145,155,217,240,243,331,353,276,322,344,393,403,410,432,435,484,607,894,838,723,754,757,854,938,569,0,0,0,0,0
Aurangabad,India,19.8761653,75.34331390000001,0,0,0,0,0,0,0,0,0,2,0,1,7,1,16,8,6,9,20,16,42,119,28,48,34,17,41,27,45,23,20,11,27,118,95,161,207,145,205,229,177,199,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,1,8,5,4,6,9,11,12,10,16,10,18,9,15,15,10,13,5,9,16,28,38,44,50,28,34,41,51,43,29,0,0,0,0,0
Fushun,China,41.880872,123.95720800000001,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,2,0,0,1,1,1,0,0,0,6,1,5,3,1,0,9,1,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,1,1,1,0,0,0,2,1,1,1,1,0,6,1,2,0,3,1,0,0,0,0,0,0
Surakarta,Indonesia,-7.5754887,110.82432720000001,0,0,0,0,0,0,0,0,2,4,12,70,49,89,51,78,115,202,374,439,573,606,681,1080,1473,1624,1770,1989,2805,3983,4354,5014,4948,5197,5808,8276,7949,7394,7865,7673,8403,9130,4406,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,5,27,22,38,30,49,52,82,129,230,243,257,306,448,506,616,627,679,943,1120,1204,1631,1493,1751,1799,2582,2377,2204,2241,2188,2405,2488,1373,0,0,0,0,0
Asansol,India,23.6739452,86.9523954,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,1,2,10,6,4,6,6,1,1,2,2,0,3,0,3,16,8,21,411,56,28,13,12,17,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,1,2,2,3,1,3,1,1,1,1,2,0,2,0,2,9,5,5,12,6,7,6,8,7,5,0,0,0,0,0
Ahvaz,Iran,31.3183272,48.670618700000006,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,2,0,5,0,9,2,2,0,1,1,2,4,2,4,62,21,52,34,49,31,63,46,23,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,2,0,3,0,2,2,2,0,1,1,2,4,1,4,11,10,14,12,12,13,17,9,13,4,0,0,0,0,0
Prague,Czech Republic,50.0755381,14.4378005,0,0,0,0,0,0,0,0,5,289,539,658,722,688,658,839,953,909,990,1166,905,1024,1001,1213,1299,1151,1423,1192,1125,1249,1580,1883,1408,1357,1507,2170,1864,1960,2509,3556,4319,4593,1973,0,0,0,0,0,0,0,0,0,0,0,0,0,3,115,164,227,229,226,307,340,331,363,422,451,438,456,435,484,439,424,528,508,508,541,678,700,587,564,596,843,707,703,1015,1286,1248,1493,749,0,0,0,0,0
Xuzhou,China,34.205768,117.284124,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,1,1,1,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,1,1,0,2,1,1,0,0,0,0,0
Baoding,China,38.874434,115.46458999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,1,0,0,7,7,1,2,2,2,0,1,4,5,2,11,2,0,4,4,20,8,5,8,36,40,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,4,3,1,1,1,2,0,1,2,4,2,5,2,0,3,2,8,5,3,6,6,4,4,0,0,0,0,0
Allahabad,India,25.435801100000003,81.846311,0,0,0,0,0,0,0,0,0,2,0,1,1,1,7,7,2,6,9,4,12,32,12,24,32,94,27,30,36,45,38,32,70,51,100,485,211,115,98,116,189,131,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,4,4,2,4,6,3,10,13,8,13,18,25,12,20,14,13,14,17,27,23,31,35,47,36,31,36,58,39,26,0,0,0,0,0
Guatemala City,Guatemala,14.6349149,-90.50688240000001,0,0,0,0,0,0,0,0,0,89,163,294,287,347,368,378,414,480,577,856,1034,1304,1329,1901,1782,1654,2253,3083,2940,2207,2251,2180,2195,3449,5199,7377,7296,5963,7083,9798,12135,14785,6979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,71,125,115,131,148,177,178,226,278,364,384,531,579,680,682,676,782,826,836,743,694,715,783,966,1257,1990,1751,1344,1531,1835,2120,2645,1857,0,0,0,0,0
Sendai,Japan,38.268215000000005,140.86935580000002,0,0,0,0,0,0,0,0,4,153,311,659,596,914,1289,1297,1533,1375,1495,1950,1699,1860,1869,2391,2147,1851,2409,2868,3144,3731,3681,3907,3799,4141,5090,6557,5592,5323,6831,7291,8421,8549,4091,0,0,0,0,0,0,0,0,0,0,0,0,0,3,80,147,213,249,218,281,263,326,297,346,519,462,487,477,581,526,419,564,584,719,696,722,957,929,920,1252,1497,1265,1130,1569,1546,1782,1815,1108,0,0,0,0,0
Yerevan,Armenia,40.179185700000005,44.4991029,0,0,0,0,0,0,0,0,2,63,26,33,39,56,44,53,134,82,163,251,125,127,92,149,133,114,106,154,176,303,358,317,158,263,631,796,558,856,1059,1099,690,673,424,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,11,17,18,13,16,21,24,32,56,50,33,40,39,36,49,46,35,49,65,67,104,87,47,84,87,126,132,110,188,191,184,208,122,0,0,0,0,0
Jodhpur,India,26.2389469,73.0243094,0,0,0,0,0,0,0,0,0,1,1,9,6,10,5,3,10,4,4,22,18,11,11,28,27,8,13,22,25,29,34,50,20,61,190,136,106,46,88,235,198,170,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,4,2,4,3,4,3,3,16,8,7,8,13,13,7,9,13,12,5,10,11,10,22,23,38,44,16,29,40,35,33,19,0,0,0,0,0
Amritsar,India,31.6339793,74.8722642,0,0,0,0,0,0,0,0,0,14,11,9,14,6,17,7,56,21,33,35,26,40,42,27,75,33,34,38,46,42,48,31,33,18,42,107,82,59,113,159,215,135,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,5,10,4,8,7,9,9,11,20,17,20,20,18,20,18,22,18,16,19,26,14,19,14,22,43,42,30,42,55,48,48,24,0,0,0,0,0
Huambo,Angola,-12.7739761,15.7468535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,3,12,4,4,3,4,11,3,3,3,0,1,1,2,14,9,13,5,27,33,30,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,3,5,3,3,2,3,9,2,3,3,0,1,1,2,9,9,7,3,9,11,12,8,0,0,0,0,0
N'Djamena,Chad,12.1348457,15.055741500000002,0,0,0,0,0,0,0,0,0,0,0,2,1,1,5,0,0,0,1,3,2,3,2,1,3,3,6,5,12,4,9,3,5,16,8,20,26,26,136,247,250,32,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,2,2,3,2,1,3,2,4,3,4,2,1,2,3,7,5,10,9,4,15,22,22,11,12,0,0,0,0,0
Dhanbad,India,23.795653100000003,86.4303859,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,11,1,15,6,1,6,2,3,5,35,6,2,1,2,26,8,4,5,14,18,39,13,38,3,16,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,3,1,4,2,1,6,1,3,1,1,4,2,1,2,8,4,4,4,8,7,4,6,11,2,12,4,0,0,0,0,0
Wenling,China,28.372506,121.385604,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,0,1,0,0,0,1,0,0,1,4,0,2,4,1,1,1,0,3,0,5,2,5,6,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,1,0,0,1,2,0,1,3,1,1,1,0,1,0,4,2,5,3,2,1,0,0,0,0,0
Queretaro,Mexico,20.5887932,-100.3898881,0,0,0,0,0,0,0,0,0,127,183,279,347,419,481,509,577,746,910,983,1026,1314,1436,1816,2119,1981,2181,2486,2689,2669,3030,3524,3691,3604,4220,4936,5691,5603,6343,6759,7367,8196,3400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,93,135,157,185,185,252,252,313,417,447,476,525,544,667,699,654,712,762,790,808,903,944,1019,1020,1214,1536,1512,1447,1695,1777,1793,1853,1133,0,0,0,0,0
Copenhagen,Denmark,55.676096799999996,12.568337099999999,0,0,0,0,0,0,0,0,19,339,448,588,670,787,954,1060,1389,1258,1029,1383,1301,1434,1713,1399,1488,1299,1360,1532,2246,2245,1642,2440,2244,2360,3317,3703,4047,4364,4832,4465,6874,5474,1909,0,0,0,0,0,0,0,0,0,0,0,0,0,11,190,230,253,259,318,417,435,504,511,455,554,528,548,573,509,501,485,524,574,789,758,645,843,797,840,983,1164,1166,1220,1483,1487,2029,1780,749,0,0,0,0,0
Ranchi,India,23.3440997,85.309562,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,1,2,5,8,7,19,5,6,23,33,16,16,33,12,7,46,54,529,133,378,2359,862,90,693,1235,1477,615,269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,2,2,5,6,10,4,5,11,12,4,11,8,7,4,12,10,19,16,22,29,36,34,28,26,34,34,12,0,0,0,0,0
Qiqihar,China,47.354348,123.918186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,10,3,2,0,0,7,1,4,1,12,21,6,3,5,1,2,7,2,5,27,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,1,2,1,4,5,3,2,4,1,2,4,2,3,3,2,0,0,0,0,0
Cochabamba,Bolivia,-17.4139766,-66.1653224,0,0,0,0,0,0,0,0,0,3,11,9,14,17,20,36,33,70,77,81,120,84,152,108,165,154,108,91,74,90,71,86,116,102,162,197,217,266,291,468,555,360,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,6,3,5,10,12,11,9,20,22,25,22,29,31,35,42,29,31,31,38,29,29,43,36,69,103,88,87,87,103,120,135,97,0,0,0,0,0
Ulan Bator,Mongolia,47.886398799999995,106.9057439,0,0,0,0,0,0,0,0,0,14,27,39,58,70,95,77,111,212,199,308,476,567,839,969,1167,1199,1576,1412,1830,1591,1140,1429,1608,1605,3343,5751,5265,4245,3840,5536,5449,4525,2683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,18,17,20,30,38,44,53,65,94,120,142,147,180,217,212,227,229,272,251,258,260,280,300,392,660,626,397,430,483,521,544,384,0,0,0,0,0
Durg-Bhilai,India,21.1938475,81.3509416,0,0,0,0,0,0,0,0,0,6,4,2,1,0,2,3,3,0,2,11,3,7,10,10,6,3,3,7,2,2,4,8,10,6,23,104,35,16,29,106,66,48,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,1,0,1,2,3,0,2,5,3,3,3,5,2,3,3,4,1,2,3,7,8,3,12,18,12,4,13,14,20,24,13,0,0,0,0,0
Medina,Saudi Arabia,24.524654199999997,39.5691841,0,0,0,0,0,0,0,0,0,4,20,9,36,62,83,116,170,124,324,626,639,1223,1879,1852,2081,1879,2562,2080,2673,2194,2241,2379,3095,4001,3734,6863,6670,3740,3981,3740,4347,3797,1907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,6,16,19,34,39,41,61,99,165,184,267,326,348,387,363,401,436,473,511,435,513,632,688,723,1121,1034,634,671,722,730,706,359,0,0,0,0,0
Hama,Syria,35.1408881,36.755199299999994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,2,1,0,1,1,10,33,166,114,57,70,109,147,75,21,165,22,18,18,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,2,1,0,1,1,6,11,15,18,21,19,30,33,17,9,11,12,10,8,8,0,0,0,0,0
Chifeng,China,42.257816999999996,118.88685600000001,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,2,1,0,0,4,0,0,0,0,0,0,0,3,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,3,0,0,0,0,0,0,0,2,1,0,0,1,0,1,0,0,1,0,0,0,0,0
Glasgow,United Kingdom,55.864237,-4.251806,0,0,0,0,0,0,0,0,14,491,878,925,891,1169,1172,1391,1595,1559,1787,2058,2748,4213,4704,4725,4673,3960,4790,5237,5438,5576,5234,5785,6467,7664,8715,11868,13037,12939,14989,15000,15750,13281,6078,0,0,0,0,0,0,0,0,0,0,0,0,0,8,222,320,398,434,489,513,617,705,700,797,920,1185,1485,1667,1665,1595,1461,1585,1538,1683,1799,1725,1923,2130,2564,3178,3789,3563,3712,4244,4028,4269,3551,1964,0,0,0,0,0
Tainan,Taiwan,22.9998999,120.22687579999999,0,0,0,0,0,0,0,0,1,23,36,53,72,82,83,90,70,93,85,162,159,166,151,195,268,270,237,198,171,166,141,269,205,240,339,599,543,487,509,412,508,518,218,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,19,31,39,35,48,50,37,49,54,69,72,76,63,80,78,68,83,65,65,77,64,89,91,99,149,209,185,147,146,136,155,173,99,0,0,0,0,0
Port Elizabeth,South Africa,-33.7139247,25.5207358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,7,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Gwalior,India,26.218287100000005,78.18283079999999,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,2,3,0,2,2,16,1,6,3,3,13,3,5,10,6,10,17,15,6,16,51,36,12,23,58,52,58,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,2,3,0,2,2,4,1,6,3,3,9,3,4,6,6,8,8,9,6,13,21,16,11,19,25,25,19,14,0,0,0,0,0
Weihai,China,37.513068,122.12042,0,0,0,0,0,0,0,0,0,2,0,3,2,13,0,1,0,0,0,0,7,9,17,0,1,0,10,1,4,6,4,3,4,4,2,2,9,9,9,2,5,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,3,0,1,0,0,0,0,2,1,2,0,1,0,4,1,3,4,4,3,4,4,1,2,5,3,3,2,4,3,1,0,0,0,0,0
